# File: YH_029.posterior
# Summary of state calls for this individual:
#   1,0,1,0: 27915
#   1,0,0,1: 21090
#   0,1,0,1: 16547
#   0,1,1,0: 11469
#   1,1,0,0: 8195
#   0,0,2,0: 5492
#   2,0,0,0: 5466
#   0,0,0,2: 1787
#   0,2,0,0: 882
#   0,0,1,1: 654
#----------------------------------------
chrom,position,called_state
LG1,945946,"2,0,0,0"
LG1,947015,"2,0,0,0"
LG1,948541,"2,0,0,0"
LG1,950491,"2,0,0,0"
LG1,953551,"2,0,0,0"
LG1,956411,"2,0,0,0"
LG1,957858,"2,0,0,0"
LG1,959610,"2,0,0,0"
LG1,960888,"2,0,0,0"
LG1,962057,"2,0,0,0"
LG1,970260,"2,0,0,0"
LG1,973431,"2,0,0,0"
LG1,974848,"2,0,0,0"
LG1,978164,"2,0,0,0"
LG1,979662,"1,0,0,1"
LG1,980791,"2,0,0,0"
LG1,988025,"2,0,0,0"
LG1,989283,"2,0,0,0"
LG1,993643,"1,0,0,1"
LG1,995011,"1,0,0,1"
LG1,996066,"1,0,0,1"
LG1,997786,"1,0,0,1"
LG1,1001902,"1,0,0,1"
LG1,1003122,"1,0,0,1"
LG1,1004165,"1,0,0,1"
LG1,1008443,"2,0,0,0"
LG1,1010122,"1,0,0,1"
LG1,1011780,"1,0,0,1"
LG1,1016089,"1,0,0,1"
LG1,1018092,"1,0,0,1"
LG1,1020214,"1,0,0,1"
LG1,1028657,"1,0,0,1"
LG1,1032101,"1,0,0,1"
LG1,1033997,"1,0,0,1"
LG1,1035926,"1,0,0,1"
LG1,1037696,"1,0,0,1"
LG1,1039546,"2,0,0,0"
LG1,1041333,"1,0,0,1"
LG1,1044538,"1,0,0,1"
LG1,1047496,"1,0,0,1"
LG1,1052097,"1,0,0,1"
LG1,1053835,"1,0,0,1"
LG1,1061068,"1,0,0,1"
LG1,1063455,"1,0,0,1"
LG1,1065037,"2,0,0,0"
LG1,1067256,"1,0,0,1"
LG1,1068585,"1,0,0,1"
LG1,1070504,"2,0,0,0"
LG1,1072208,"1,0,0,1"
LG1,1074363,"1,0,0,1"
LG1,1075437,"1,0,0,1"
LG1,1076775,"1,0,0,1"
LG1,1078677,"1,0,0,1"
LG1,1080351,"1,0,0,1"
LG1,1084010,"1,0,0,1"
LG1,1086629,"1,0,0,1"
LG1,1087647,"2,0,0,0"
LG1,1089204,"1,0,0,1"
LG1,1091683,"2,0,0,0"
LG1,1093568,"1,0,0,1"
LG1,1095700,"1,0,0,1"
LG1,1097423,"1,0,0,1"
LG1,1101382,"1,0,0,1"
LG1,1103691,"1,0,0,1"
LG1,1104702,"1,0,0,1"
LG1,1108469,"1,0,0,1"
LG1,1110025,"1,0,0,1"
LG1,1113239,"1,0,0,1"
LG1,1115919,"1,0,0,1"
LG1,1118223,"1,0,0,1"
LG1,1119579,"1,0,0,1"
LG1,1121706,"1,0,0,1"
LG1,1123061,"1,0,0,1"
LG1,1124183,"1,0,0,1"
LG1,1125439,"1,0,0,1"
LG1,1126672,"1,0,0,1"
LG1,1128944,"1,0,0,1"
LG1,1131920,"1,0,0,1"
LG1,1133052,"1,0,0,1"
LG1,1134463,"1,0,0,1"
LG1,1136165,"1,0,0,1"
LG1,1137653,"1,0,0,1"
LG1,1139279,"1,0,0,1"
LG1,1140923,"1,0,0,1"
LG1,1142469,"1,0,0,1"
LG1,1143987,"1,0,0,1"
LG1,1145837,"1,0,0,1"
LG1,1146873,"1,0,0,1"
LG1,1148933,"1,0,0,1"
LG1,1151178,"1,0,0,1"
LG1,1152214,"1,0,0,1"
LG1,1153901,"1,0,0,1"
LG1,1156162,"1,0,0,1"
LG1,1157195,"1,0,0,1"
LG1,1158560,"1,0,0,1"
LG1,1160814,"1,0,0,1"
LG1,1161994,"1,0,0,1"
LG1,1163522,"1,0,0,1"
LG1,1164552,"1,0,0,1"
LG1,1165716,"1,0,0,1"
LG1,1167543,"1,0,0,1"
LG1,1170463,"1,0,0,1"
LG1,1171829,"1,0,0,1"
LG1,1173512,"1,0,0,1"
LG1,1174763,"1,0,0,1"
LG1,1175805,"1,0,0,1"
LG1,1176815,"1,0,0,1"
LG1,1180546,"1,0,0,1"
LG1,1181571,"1,0,0,1"
LG1,1183525,"1,0,0,1"
LG1,1185543,"1,0,0,1"
LG1,1186646,"1,0,0,1"
LG1,1191234,"1,0,0,1"
LG1,1194043,"1,0,0,1"
LG1,1196589,"1,0,0,1"
LG1,1198202,"1,0,0,1"
LG1,1199301,"1,0,0,1"
LG1,1200600,"1,0,0,1"
LG1,1201711,"1,0,0,1"
LG1,1203830,"1,0,0,1"
LG1,1205661,"1,0,0,1"
LG1,1206869,"1,0,0,1"
LG1,1208948,"1,0,0,1"
LG1,1210467,"1,0,0,1"
LG1,1212820,"1,0,0,1"
LG1,1214071,"1,0,0,1"
LG1,1215202,"1,0,0,1"
LG1,1218745,"1,0,0,1"
LG1,1220395,"1,0,0,1"
LG1,1222277,"1,0,0,1"
LG1,1225246,"1,0,0,1"
LG1,1226292,"1,0,0,1"
LG1,1227306,"1,0,0,1"
LG1,1228805,"1,0,0,1"
LG1,1229904,"1,0,0,1"
LG1,1231145,"1,0,0,1"
LG1,1232916,"1,0,0,1"
LG1,1234141,"1,0,0,1"
LG1,1236279,"1,0,0,1"
LG1,1238299,"1,0,0,1"
LG1,1239906,"1,0,0,1"
LG1,1241131,"1,0,0,1"
LG1,1242225,"1,0,0,1"
LG1,1243234,"1,0,0,1"
LG1,1244513,"1,0,0,1"
LG1,1245593,"1,0,0,1"
LG1,1246861,"1,0,0,1"
LG1,1248664,"1,0,0,1"
LG1,1250729,"1,0,0,1"
LG1,1252221,"1,0,0,1"
LG1,1253229,"1,0,0,1"
LG1,1254453,"1,0,0,1"
LG1,1256920,"1,0,0,1"
LG1,1259543,"1,0,0,1"
LG1,1260753,"1,0,0,1"
LG1,1261897,"1,0,0,1"
LG1,1263219,"1,0,0,1"
LG1,1264251,"1,0,0,1"
LG1,1265534,"1,0,0,1"
LG1,1266816,"1,0,0,1"
LG1,1269167,"1,0,0,1"
LG1,1271371,"1,0,0,1"
LG1,1273955,"1,0,0,1"
LG1,1275951,"1,0,0,1"
LG1,1276959,"1,0,0,1"
LG1,1278501,"1,0,0,1"
LG1,1280713,"1,0,0,1"
LG1,1282415,"1,0,0,1"
LG1,1284377,"1,0,0,1"
LG1,1286060,"1,0,0,1"
LG1,1289759,"1,0,0,1"
LG1,1291582,"1,0,0,1"
LG1,1292723,"1,0,0,1"
LG1,1293920,"1,0,0,1"
LG1,1295467,"1,0,0,1"
LG1,1296748,"1,0,0,1"
LG1,1298083,"1,0,0,1"
LG1,1302849,"1,0,0,1"
LG1,1304568,"1,0,0,1"
LG1,1306053,"1,0,0,1"
LG1,1307191,"1,0,0,1"
LG1,1308294,"1,0,0,1"
LG1,1310304,"1,0,0,1"
LG1,1311631,"1,0,0,1"
LG1,1313358,"1,0,0,1"
LG1,1315541,"1,0,0,1"
LG1,1317981,"1,0,0,1"
LG1,1319105,"1,0,0,1"
LG1,1320823,"1,0,0,1"
LG1,1322494,"1,0,0,1"
LG1,1325417,"1,0,0,1"
LG1,1326817,"1,0,0,1"
LG1,1328097,"1,0,0,1"
LG1,1330764,"1,0,0,1"
LG1,1332168,"1,0,0,1"
LG1,1333171,"1,0,0,1"
LG1,1334729,"1,0,0,1"
LG1,1336255,"1,0,0,1"
LG1,1339352,"1,0,0,1"
LG1,1340750,"1,0,0,1"
LG1,1342008,"1,0,0,1"
LG1,1343074,"1,0,0,1"
LG1,1345016,"1,0,0,1"
LG1,1346084,"1,0,0,1"
LG1,1347567,"1,0,0,1"
LG1,1348623,"1,0,0,1"
LG1,1350260,"1,0,0,1"
LG1,1351881,"1,0,0,1"
LG1,1353194,"1,0,0,1"
LG1,1354549,"1,0,0,1"
LG1,1355739,"1,0,0,1"
LG1,1359946,"1,0,0,1"
LG1,1361102,"1,0,0,1"
LG1,1362643,"1,0,0,1"
LG1,1363891,"1,0,0,1"
LG1,1364998,"1,0,0,1"
LG1,1367256,"1,0,0,1"
LG1,1368633,"1,0,0,1"
LG1,1369997,"1,0,0,1"
LG1,1371053,"1,0,0,1"
LG1,1373460,"1,0,0,1"
LG1,1374543,"1,0,0,1"
LG1,1376194,"1,0,0,1"
LG1,1378054,"1,0,0,1"
LG1,1380258,"1,0,0,1"
LG1,1382715,"1,0,0,1"
LG1,1384832,"1,0,0,1"
LG1,1386379,"1,0,0,1"
LG1,1387698,"1,0,0,1"
LG1,1389099,"1,0,0,1"
LG1,1390380,"1,0,0,1"
LG1,1392714,"1,0,0,1"
LG1,1396161,"1,0,0,1"
LG1,1397801,"1,0,0,1"
LG1,1399479,"1,0,0,1"
LG1,1400530,"1,0,0,1"
LG1,1401578,"1,0,0,1"
LG1,1402588,"1,0,0,1"
LG1,1403749,"1,0,0,1"
LG1,1406585,"1,0,0,1"
LG1,1407889,"1,0,0,1"
LG1,1409234,"1,0,0,1"
LG1,1411780,"1,0,0,1"
LG1,1413027,"1,0,0,1"
LG1,1415256,"1,0,0,1"
LG1,1416717,"1,0,0,1"
LG1,1417892,"1,0,0,1"
LG1,1419255,"1,0,0,1"
LG1,1420277,"1,0,0,1"
LG1,1421765,"1,0,0,1"
LG1,1423847,"1,0,0,1"
LG1,1425216,"1,0,0,1"
LG1,1426256,"1,0,0,1"
LG1,1428279,"1,0,0,1"
LG1,1430908,"1,0,0,1"
LG1,1432713,"1,0,0,1"
LG1,1434146,"1,0,0,1"
LG1,1435646,"1,0,0,1"
LG1,1437084,"1,0,0,1"
LG1,1438136,"1,0,0,1"
LG1,1439527,"1,0,0,1"
LG1,1441297,"1,0,0,1"
LG1,1442702,"1,0,0,1"
LG1,1444841,"1,0,0,1"
LG1,1446012,"1,0,0,1"
LG1,1451211,"1,0,0,1"
LG1,1453458,"1,0,0,1"
LG1,1457865,"1,0,0,1"
LG1,1463069,"1,0,0,1"
LG1,1464258,"1,0,0,1"
LG1,1465354,"1,0,0,1"
LG1,1466997,"1,0,0,1"
LG1,1470481,"1,0,0,1"
LG1,1471685,"1,0,0,1"
LG1,1473648,"1,0,0,1"
LG1,1475246,"1,0,0,1"
LG1,1476717,"1,0,0,1"
LG1,1478453,"1,0,0,1"
LG1,1479642,"1,0,0,1"
LG1,1481125,"1,0,0,1"
LG1,1482221,"1,0,0,1"
LG1,1483886,"1,0,0,1"
LG1,1485024,"1,0,0,1"
LG1,1486384,"1,0,0,1"
LG1,1488717,"1,0,0,1"
LG1,1491056,"1,0,0,1"
LG1,1492603,"1,0,0,1"
LG1,1494185,"1,0,0,1"
LG1,1495980,"1,0,0,1"
LG1,1497489,"1,0,0,1"
LG1,1498871,"1,0,0,1"
LG1,1499991,"1,0,0,1"
LG1,1502327,"1,0,0,1"
LG1,1503374,"1,0,0,1"
LG1,1505120,"1,0,0,1"
LG1,1506164,"1,0,0,1"
LG1,1508533,"1,0,0,1"
LG1,1510009,"1,0,0,1"
LG1,1511372,"1,0,0,1"
LG1,1513323,"1,0,0,1"
LG1,1514653,"1,0,0,1"
LG1,1515774,"1,0,0,1"
LG1,1518190,"1,0,0,1"
LG1,1519812,"1,0,0,1"
LG1,1521464,"1,0,0,1"
LG1,1524088,"1,0,0,1"
LG1,1525131,"1,0,0,1"
LG1,1527398,"1,0,0,1"
LG1,1528887,"1,0,0,1"
LG1,1529973,"1,0,0,1"
LG1,1531345,"1,0,0,1"
LG1,1534033,"1,0,0,1"
LG1,1536080,"1,0,0,1"
LG1,1537348,"1,0,0,1"
LG1,1539336,"1,0,0,1"
LG1,1540360,"1,0,0,1"
LG1,1541448,"1,0,0,1"
LG1,1542625,"1,0,0,1"
LG1,1543754,"1,0,0,1"
LG1,1545665,"1,0,0,1"
LG1,1547416,"1,0,0,1"
LG1,1548443,"1,0,0,1"
LG1,1549463,"1,0,0,1"
LG1,1551980,"1,0,0,1"
LG1,1553176,"1,0,0,1"
LG1,1554204,"1,0,0,1"
LG1,1555658,"1,0,0,1"
LG1,1557754,"1,0,0,1"
LG1,1558938,"1,0,0,1"
LG1,1560000,"1,0,0,1"
LG1,1561763,"1,0,0,1"
LG1,1562929,"1,0,0,1"
LG1,1564019,"1,0,0,1"
LG1,1566152,"1,0,0,1"
LG1,1567668,"1,0,0,1"
LG1,1569128,"1,0,0,1"
LG1,1570822,"1,0,0,1"
LG1,1572019,"1,0,0,1"
LG1,1573423,"1,0,0,1"
LG1,1574636,"1,0,0,1"
LG1,1575648,"1,0,0,1"
LG1,1577091,"1,0,0,1"
LG1,1578233,"1,0,0,1"
LG1,1579896,"1,0,0,1"
LG1,1581139,"1,0,0,1"
LG1,1582193,"1,0,0,1"
LG1,1583455,"1,0,0,1"
LG1,1584533,"1,0,0,1"
LG1,1585558,"1,0,0,1"
LG1,1587354,"1,0,0,1"
LG1,1588778,"1,0,0,1"
LG1,1589873,"1,0,0,1"
LG1,1591608,"1,0,0,1"
LG1,1592711,"1,0,0,1"
LG1,1593883,"1,0,0,1"
LG1,1595146,"1,0,0,1"
LG1,1596459,"1,0,0,1"
LG1,1597676,"1,0,0,1"
LG1,1599117,"1,0,0,1"
LG1,1600350,"1,0,0,1"
LG1,1601663,"1,0,0,1"
LG1,1604359,"1,0,0,1"
LG1,1605363,"1,0,0,1"
LG1,1606433,"1,0,0,1"
LG1,1608160,"1,0,0,1"
LG1,1610722,"1,0,0,1"
LG1,1612209,"1,0,0,1"
LG1,1613317,"1,0,0,1"
LG1,1615277,"1,0,0,1"
LG1,1617280,"1,0,0,1"
LG1,1618703,"1,0,0,1"
LG1,1619719,"1,0,0,1"
LG1,1621919,"1,0,0,1"
LG1,1623095,"1,0,0,1"
LG1,1624295,"1,0,0,1"
LG1,1628228,"1,0,0,1"
LG1,1630047,"1,0,0,1"
LG1,1631233,"1,0,0,1"
LG1,1633322,"1,0,0,1"
LG1,1634346,"1,0,0,1"
LG1,1635778,"1,0,0,1"
LG1,1636809,"1,0,0,1"
LG1,1637850,"1,0,0,1"
LG1,1638996,"1,0,0,1"
LG1,1640189,"1,0,0,1"
LG1,1643578,"1,0,0,1"
LG1,1646002,"1,0,0,1"
LG1,1647474,"1,0,0,1"
LG1,1648772,"1,0,0,1"
LG1,1650598,"1,0,0,1"
LG1,1652160,"1,0,0,1"
LG1,1653844,"1,0,0,1"
LG1,1656061,"1,0,0,1"
LG1,1657349,"1,0,0,1"
LG1,1659106,"1,0,0,1"
LG1,1661340,"1,0,0,1"
LG1,1662548,"1,0,0,1"
LG1,1663591,"1,0,0,1"
LG1,1666472,"1,0,0,1"
LG1,1670454,"1,0,0,1"
LG1,1671632,"1,0,0,1"
LG1,1672635,"1,0,0,1"
LG1,1673761,"1,0,0,1"
LG1,1680545,"1,0,0,1"
LG1,1681602,"1,0,0,1"
LG1,1682736,"1,0,0,1"
LG1,1686565,"1,0,0,1"
LG1,1687684,"1,0,0,1"
LG1,1688905,"1,0,0,1"
LG1,1690087,"1,0,0,1"
LG1,1691338,"1,0,0,1"
LG1,1693690,"1,0,0,1"
LG1,1694850,"1,0,0,1"
LG1,1695887,"1,0,0,1"
LG1,1697517,"1,0,0,1"
LG1,1699890,"1,0,0,1"
LG1,1702282,"1,0,0,1"
LG1,1703297,"1,0,0,1"
LG1,1704651,"1,0,0,1"
LG1,1707881,"1,0,0,1"
LG1,1708981,"1,0,0,1"
LG1,1710157,"1,0,0,1"
LG1,1712772,"1,0,0,1"
LG1,1716236,"1,0,0,1"
LG1,1720645,"1,0,0,1"
LG1,1721745,"1,0,0,1"
LG1,1723610,"1,0,0,1"
LG1,1724735,"1,0,0,1"
LG1,1726889,"1,0,0,1"
LG1,1728329,"1,0,0,1"
LG1,1729827,"1,0,0,1"
LG1,1730846,"1,0,0,1"
LG1,1732447,"1,0,0,1"
LG1,1734939,"1,0,0,1"
LG1,1736224,"1,0,0,1"
LG1,1737312,"1,0,0,1"
LG1,1738570,"1,0,0,1"
LG1,1739822,"1,0,0,1"
LG1,1741100,"1,0,0,1"
LG1,1743051,"1,0,0,1"
LG1,1748072,"1,0,0,1"
LG1,1749889,"1,0,0,1"
LG1,1751242,"1,0,0,1"
LG1,1757693,"1,0,0,1"
LG1,1759107,"1,0,0,1"
LG1,1761460,"1,0,0,1"
LG1,1762549,"1,0,0,1"
LG1,1763582,"1,0,0,1"
LG1,1764975,"1,0,0,1"
LG1,1767712,"1,0,0,1"
LG1,1769558,"1,0,0,1"
LG1,1771343,"1,0,0,1"
LG1,1774333,"1,0,0,1"
LG1,1775760,"1,0,0,1"
LG1,1777165,"1,0,0,1"
LG1,1779668,"1,0,0,1"
LG1,1781402,"1,0,0,1"
LG1,1782552,"1,0,0,1"
LG1,1784102,"1,0,0,1"
LG1,1786713,"1,0,0,1"
LG1,1787976,"1,0,0,1"
LG1,1789751,"1,0,0,1"
LG1,1790766,"1,0,0,1"
LG1,1791898,"1,0,0,1"
LG1,1792979,"1,0,0,1"
LG1,1793979,"1,0,0,1"
LG1,1795389,"1,0,0,1"
LG1,1796905,"1,0,0,1"
LG1,1798654,"1,0,0,1"
LG1,1799690,"1,0,0,1"
LG1,1800807,"1,0,0,1"
LG1,1802301,"1,0,0,1"
LG1,1803833,"1,0,0,1"
LG1,1805126,"1,0,0,1"
LG1,1806615,"1,0,0,1"
LG1,1808309,"1,0,0,1"
LG1,1809990,"1,0,0,1"
LG1,1812189,"1,0,0,1"
LG1,1813214,"1,0,0,1"
LG1,1814643,"1,0,0,1"
LG1,1818938,"1,0,0,1"
LG1,1820454,"1,0,0,1"
LG1,1821483,"1,0,0,1"
LG1,1827277,"1,0,0,1"
LG1,1828316,"1,0,0,1"
LG1,1830326,"1,0,0,1"
LG1,1832046,"1,0,0,1"
LG1,1833235,"1,0,0,1"
LG1,1834781,"1,0,0,1"
LG1,1836548,"1,0,0,1"
LG1,1837597,"1,0,0,1"
LG1,1838954,"1,0,0,1"
LG1,1840249,"1,0,0,1"
LG1,1841974,"1,0,0,1"
LG1,1843187,"1,0,0,1"
LG1,1844964,"1,0,0,1"
LG1,1847273,"1,0,0,1"
LG1,1848724,"1,0,0,1"
LG1,1849748,"1,0,0,1"
LG1,1852046,"1,0,0,1"
LG1,1853647,"1,0,0,1"
